テーマＩＤ,問題ＩＤ,,タイトル,問題本文,解説,解答１,解答２,解答３,解答４,解答５,解答６,解答７,解答８,解答９,解答１０
16,45,,電気機械器具の施設（4）,*電気機械器具*に*電線*を*接続*する場合は、*ねじ止め*その他これと同等以上の*効力*のある方法により、*堅ろう*に、かつ、{1}に*完全*に*接続*するとともに、*接続点*に*張力*が加わらないようにすること。,電技解釈第151条（電気機械器具の施設）より,電気的/物理的,,,,,,,,,
16,46,,電熱装置の施設（1）,*電熱装置*は、*発熱体*を{1}*構造*のものであること。,電技解釈第152条（電熱装置の施設）より!ただし、次の*いずれか*に該当する場合は、この限りでない。!（A）*電技解釈第195条*（*フロアヒーティング*等の*電熱装置*の施設）の規定（第3項を除く）、*電技解釈第196条*（*電気温床*等の施設）の規定、*電技解釈第197条*（*パイプライン*等の*電熱装置*の施設）の規定により施設する場合!（B）*転てつ装置*等の*積雪*又は*氷結*を*防止*するために*鉄道*の*専用敷地内*に施設する場合!（C）*発電用*の*ダム*、*水路*等の*屋外施設*の*積雪*又は*氷結*を*防止*するために、*ダム*、*水路*等の*維持*及び*運用*に*携わる者以外の者*が容易に立ち入るおそれのない場所に施設する場合,機械器具の内部に#安全に施設できる/人が接近#できないよう#施設できる/停電時において#安全に放熱できる,,,,,,,,,
16,47,,電熱装置の施設（2）,*電熱装置*に*接続*する*電線*は{1}のため*電線*の*被覆*を*損傷*しないように施設すること。,電技解釈第152条（電熱装置の施設）より,熱/過電流/アーク放電,,,,,,,,,
16,48,,電動機の過負荷保護装置の施設,*屋内*に施設する*電動機*には、*電動機*が*焼損*するおそれがある*過電流*を生じた場合に*自動的*にこれを*阻止*し、又はこれを{1}を設けること。!ただし、次の*いずれか*に該当する場合はこの限りでない。!（A）*電動機*の*出力*が{2}の場合!（B）*電動機*を*運転中*、*常時*、*取扱者*が{3}できる*位置*に施設する場合!（C）*電動機*の*構造上*又は*負荷*の*性質上*、その*電動機*の*巻線*に*当該電動機*を*焼損*する*過電流*を生じるおそれがない場合!（D）*電動機*が*単相*のものであって、その*電源側電路*に施設する*過電流遮断器*の*定格電流*が*15A*（*配線用遮断器*にあっては*20A*）以下の場合,電技解釈第153条（電動機の過負荷保護装置の施設）より,警報する装置/自動的に#停止する装置,0.2kW以下/2.0kW以下/0.1kW以下/1.0kW以下,監視/操作,,,,,,,
,,,,,,,,,,,,,,,
17,49,,施設場所による工事の種類（1）,*金属管工事*、*合成樹脂管工事*、*金属可とう電線管工事*、*ケーブル工事*は*使用電圧*が{1}で{2}に施設できる。,電技解釈第156条（低圧屋内配線の施設場所による工事の種類）より!これらの*工事*は、*すべての**施設場所*の*区分*（*展開した場所*、*点検できる隠ぺい場所*、*点検できない隠ぺい場所*）（*乾燥した場所*、*湿気の多い場所*、*水気のある場所*）において適用できる。!ただし、*特殊な配線*、*粉じんの多い場所*、*可燃性ガス*・*危険物*の*存在*する*場所等*を*除く*。,600V以下/300V以下/150V以下/450V以下,すべての場所/点検できる場所/乾燥した場所/乾燥した#点検できる場所,,,,,,,,
17,50,,施設場所による工事の種類（2）,*がいし引き工事*は*使用電圧*が{1}で{2}に施設できる。,電技解釈第156条（低圧屋内配線の施設場所による工事の種類）より!ここでいう*点検できる場所*は、*展開した場所*及び*点検できる隠ぺい場所*を示す。!ただし、*特殊な配線*、*粉じんの多い場所*、*可燃性ガス*・*危険物*の*存在*する*場所等*を*除く*。,600V以下/300V以下/150V以下/450V以下,点検できる場所/乾燥した#点検できる場所/点検できる#隠ぺい場所/展開した場所,,,,,,,,
17,51,,施設場所による工事の種類（3）,*金属線ぴ工事*は*使用電圧*が{1}で{2}に施設できる。,電技解釈第156条（低圧屋内配線の施設場所による工事の種類）より!ただし、*特殊な配線*、*粉じんの多い場所*、*可燃性ガス*・*危険物*の*存在*する*場所等*を*除く*。,300V以下/600V以下/150V以下/450V以下,乾燥した#点検できる場所/点検できる場所/点検できる#隠ぺい場所/展開した場所,,,,,,,,
17,52,,施設場所による工事の種類（4）,*金属ダクト工事*、*バスダクト工事*は*使用電圧*が{1}で{2}に施設できる。!ただし、{3}については*使用電圧*が{4}で*展開した場所*に施設する場合、*湿気の多い場所*又は*水気のある場所*にも施設できる。,電技解釈第156条（低圧屋内配線の施設場所による工事の種類）より!ただし、*特殊な配線*、*粉じんの多い場所*、*可燃性ガス*・*危険物*の*存在*する*場所等*を*除く*。,600V以下/300V以下/150V以下/450V以下,乾燥した#点検できる場所/乾燥した#隠ぺい場所/点検できる#隠ぺい場所/展開した場所,バスダクト工事/金属ダクト工事,300V以下/600V以下/150V以下/450V以下,,,,,,
17,53,,施設場所による工事の種類（5）,*フロアダクト工事*は*使用電圧*が{1}で{2}に施設できる。,電技解釈第156条（低圧屋内配線の施設場所による工事の種類）より!ただし、*特殊な配線*、*粉じんの多い場所*、*可燃性ガス*・*危険物*の*存在*する*場所等*を*除く*。,300V以下/600V以下/150V以下/450V以下,乾燥した#点検できない#隠ぺい場所/乾燥した#点検できる#隠ぺい場所/乾燥した#点検できる場所/乾燥した#隠ぺい場所,,,,,,,,
17,54,,施設場所による工事の種類（6）,*セルラダクト工事*は*使用電圧*が{1}で{2}に施設できる。,電技解釈第156条（低圧屋内配線の施設場所による工事の種類）より!ここでいう*隠ぺい場所*は、*点検できる隠ぺい場所*及び*点検できない隠ぺい場所*を示す。!ただし、*特殊な配線*、*粉じんの多い場所*、*可燃性ガス*・*危険物*の*存在*する*場所等*を*除く*。,300V以下/600V以下/150V以下/450V以下,乾燥した#隠ぺい場所/乾燥した#点検できない#隠ぺい場所/点検できる#隠ぺい場所/隠ぺい場所,,,,,,,,
17,55,,施設場所による工事の種類（7）,*ライティングダクト工事*は*使用電圧*が{1}で{2}に施設できる。,電技解釈第156条（低圧屋内配線の施設場所による工事の種類）より!ただし、*特殊な配線*、*粉じんの多い場所*、*可燃性ガス*・*危険物*の*存在*する*場所等*を*除く*。,300V以下/600V以下/150V以下/450V以下,乾燥した#点検できる場所/点検できる場所/乾燥した#隠ぺい場所/展開した場所,,,,,,,,
17,56,,施設場所による工事の種類（8）,*平形保護層工事*は*使用電圧*が{1}で{2}に施設できる。,電技解釈第156条（低圧屋内配線の施設場所による工事の種類）より!ただし、*特殊な配線*、*粉じんの多い場所*、*可燃性ガス*・*危険物*の*存在*する*場所等*を*除く*。,300V以下/600V以下/150V以下/450V以下,乾燥した#点検できる#隠ぺい場所/展開した場所/乾燥した#点検できる場所/乾燥した#隠ぺい場所,,,,,,,,
17,57,,がいし引き工事（1）,*がいし引き工事*とは、*建物*の*壁*や*天井等*に*がいし*を取り付け、その*がいし*に*電線*を*固定*する*配線工事*をいう。!*がいし引き工事*は、*配線*に*人*が触れて*感電*すること又はこれを*損傷*することのないように、*原則*として{1}施設することとしている。,電技解釈第157条（がいし引き工事）より,人が容易に#触れるおそれが#ないように/さく、へい等#により人が#接近しないよう/工場等の#配線として,,,,,,,,,
17,58,,がいし引き工事（2）,*がいし引き工事*に使用する*電線*は、*電技解釈第144条*（*裸電線*の*使用制限*）の規定に掲げるものを*除き*、{1}であること。!*がいし引き工事*による*低圧屋内配線*の*がいし*は{2}のあるものであること。,電技解釈第157条（がいし引き工事）より!ただし、*絶縁電線*は*屋外用ビニル絶縁電線*、*引込用ビニル絶縁電線*及び*引込用ポリエチレン絶縁電線*を*除く*。,絶縁電線/ケーブル,絶縁性、#難燃性、#耐水性/絶縁性、#耐候性、#耐食性/耐火性、#耐水性、#耐候性,,,,,,,,
17,59,,がいし引き工事（3）,*がいし引き工事*の*電線相互*の*間隔*は{1}であること。!*がいし引き工事*において、*電線*と*造営材*との*離隔距離*は、*使用電圧*が*300V以下*の*場合*は{2}、*300Vを超える場合*は{3}であること。#ただし、*300Vを超える場合*において*乾燥した場所*に施設する場合は{4}であること。,電技解釈第157条（がいし引き工事）より,6.0cm以上/2.0cm以上/30cm以上,2.5cm以上/20cm以上/50cm以上,4.5cm以上/10cm以上,2.5cm以上/1.0cm以上/3.5cm以上,,,,,,
17,60,,がいし引き工事（4）,*がいし引き工事*の*電線*の*支持点間*の*距離*は次によること。!①*電線*を*造営材*の*上面*又は*側面*に沿って取り付ける場合は{1}であること。!②前に規定する*以外*の場合であって、*使用電圧*が*300V*を*超えるもの*にあっては{2}であること。,電技解釈第157条（がいし引き工事）より,2.0m以下/1.0m以下/6.0m以下/12m以下,6.0m以下/1.0m以下/12m以下,,,,,,,,
17,61,,がいし引き工事（5）,*がいし引き工事*による*低圧屋内配線*の*使用電圧*が*300V以下*の*場合*は、*電線*に{1}を施すこと。!*がいし引き工事*による*低圧屋内配線*の*使用電圧*が*300Vを超える場合*は、*電線*に{2}を施すこと。,電技解釈第157条（がいし引き工事）より,簡易接触防護措置/接触防護措置,接触防護措置/簡易接触防護措置,,,,,,,,
17,62,,がいし引き工事（6）,*がいし引き工事*の*電線*が*造営材*を*貫通*する場合は、その*貫通*する*部分*の*電線*を*電線*ごとにそれぞれ*別個*の*難燃性*及び*耐水性*のある物で*絶縁*すること。!ただし、*使用電圧*が*150V以下*の*電線*を*乾燥した場所*に施設する場合であって、*貫通*する*部分*の*電線*に{1}はこの限りでない。,電技解釈第157条（がいし引き工事）より,耐久性のある#絶縁テープを#巻くとき/張力が#加わらない場合,,,,,,,,,
